Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Number of patrons,Longitude,Latitude,location
2002,11,103993,103993,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),Waterside Hotel,508-514 Flinders Street MELBOURNE 3000,400,144.957159986,-37.82016737,"-37.82016737, 144.957159986"
2002,11,108971,108971,24-40 Spencer Street MELBOURNE 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,561-585 Spencer Street MELBOURNE 3000,100,144.955161917,-37.8202062,"-37.8202062, 144.955161917"
2002,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Bond Lounge,"Ground , 20-24 Bond Street MELBOURNE 3000",280,144.963066924,-37.81814712,"-37.81814712, 144.963066924"
2002,14,103165,103165,1-5 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Hosies Tavern,"Unit 1, 1-5 Elizabeth Street MELBOURNE 3000",270,144.964617389,-37.81805799,"-37.81805799, 144.964617389"
2002,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Connells Tavern,35 Elizabeth Street MELBOURNE 3000,350,144.964321432,-37.81742586,"-37.81742586, 144.964321432"
2002,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Adelphi Hotel,187 Flinders Lane MELBOURNE 3000,80,144.968384516,-37.81635922,"-37.81635922, 144.968384516"
2002,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Velour,"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",350,144.970522562,-37.81567141,"-37.81567141, 144.970522562"
2002,33,105937,105937,435-443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),The Kitchen Restaurant,"LwrGround , 25 Little Collins Street MELBOURNE 3000",200,144.96009875,-37.81638953,"-37.81638953, 144.96009875"
2002,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),Dr Martin's Tavern,86A Collins Street MELBOURNE 3000,291,144.970594093,-37.8139391,"-37.8139391, 144.970594093"
2002,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),The Exchange Hotel,"Part Ground , 120 King Street MELBOURNE 3000",300,144.956417307,-37.81703294,"-37.81703294, 144.956417307"
2002,46,101130,101130,193-199 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Carlton Hotel,"Floor 1, 193-199 Bourke Street MELBOURNE 3000",200,144.96765464,-37.81320619,"-37.81320619, 144.96765464"
2002,48,108983,108983,103-137 Spring Street MELBOURNE 3000,Melbourne (CBD),Hard Rock Cafe,1 Spring Street MELBOURNE 3000,500,144.972933874,-37.81199485,"-37.81199485, 144.972933874"
2002,62,105384,105384,204-208 King Street MELBOURNE 3000,Melbourne (CBD),Great Western Hotel,204-208 King Street MELBOURNE 3000,383,144.955493135,-37.81521335,"-37.81521335, 144.955493135"
2002,66,108550,108550,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),Enka Karaoke Bar,"Part Floor 1, 217 Russell Street MELBOURNE 3000",80,144.967245886,-37.81156301,"-37.81156301, 144.967245886"
2002,67,103605,103605,231-233 Exhibition Street MELBOURNE 3000,Melbourne (CBD),The Sen Bar,231-233 Exhibition Street MELBOURNE 3000,120,144.969529991,-37.81051241,"-37.81051241, 144.969529991"
2002,72,110106,110106,263-267 William Street MELBOURNE 3000,Melbourne (CBD),Metropolitan On William Bar & Restaurant,263-267 William Street MELBOURNE 3000,300,144.956593229,-37.81292535,"-37.81292535, 144.956593229"
2002,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),La La Land,"Level 1, 391-0 Little Lonsdale Street MELBOURNE 3000",175,144.960350578,-37.81187576,"-37.81187576, 144.960350578"
2002,84,105449,105449,293-299 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Duke of Kent Hotel,293-299 La Trobe Street MELBOURNE 3000,160,144.960518082,-37.81081576,"-37.81081576, 144.960518082"
2002,87,108565,108565,312-318 Russell Street MELBOURNE 3000,Melbourne (CBD),Kivotos Cafe Bar,312 Russell Street MELBOURNE 3000,250,144.966825993,-37.80932712,"-37.80932712, 144.966825993"
2002,105,103301,103301,442-450 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Melbourne International Backpackers,442-450 Elizabeth Street MELBOURNE 3000,365,144.960868246,-37.80830909,"-37.80830909, 144.960868246"
2002,105,109317,109317,427-433 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Oxford Scholar Hotel,427-433 Swanston Street MELBOURNE 3000,486,144.962937359,-37.80846031,"-37.80846031, 144.962937359"
2002,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,377 Cardigan Street CARLTON 3053,239,144.965762468,-37.79725381,"-37.79725381, 144.965762468"
2002,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Percys Bar & Bistro,414 Lygon Street CARLTON 3053,120,144.967822061,-37.79694699,"-37.79694699, 144.967822061"
2002,252,106244,106244,160-162 Lygon Street CARLTON 3053,Carlton,Bar Centrale,"Ground , 160 Lygon Street CARLTON 3053",500,144.966779291,-37.80344305,"-37.80344305, 144.966779291"
2002,255,109366,109366,594-600 Swanston Street CARLTON 3053,Carlton,Canada Hotel,125 Swanston Street CARLTON 3053,250,144.963954866,-37.80277134,"-37.80277134, 144.963954866"
2002,345,103402,103402,33 Errol Street NORTH MELBOURNE 3051,North Melbourne,Townhall Hotel North Melbourne,33 Errol Street NORTH MELBOURNE 3051,220,144.948916298,-37.80414282,"-37.80414282, 144.948916298"
2002,347,110920,110920,161-163 Errol Street NORTH MELBOURNE 3051,North Melbourne,Limerick Castle Hotel & Restaurant,161 Errol Street NORTH MELBOURNE 3051,175,144.949623441,-37.80114485,"-37.80114485, 144.949623441"
2002,361,109842,109842,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Central Club Hotel,240 Victoria Street NORTH MELBOURNE 3051,150,144.95813588,-37.80591579,"-37.80591579, 144.95813588"
2002,375,103810,103810,5-17 Flemington Road NORTH MELBOURNE 3051,North Melbourne,The Chifley On Flemington,5 Flemington Road NORTH MELBOURNE 3051,230,144.955880773,-37.80140174,"-37.80140174, 144.955880773"
2002,435,107481,107481,65-67 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),Loki Bar,65 Peel Street WEST MELBOURNE 3003,140,144.955507472,-37.80666861,"-37.80666861, 144.955507472"
2003,11,108971,108971,24-40 Spencer Street MELBOURNE 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,561-585 Spencer Street MELBOURNE 3000,100,144.955161917,-37.8202062,"-37.8202062, 144.955161917"
2003,14,103165,103165,1-5 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Hosies Tavern,"Unit 1, 1-5 Elizabeth Street MELBOURNE 3000",270,144.964617389,-37.81805799,"-37.81805799, 144.964617389"
2003,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),Purple Emerald,"Ground , 191 Flinders Street MELBOURNE 3000",100,144.96855231,-37.81663984,"-37.81663984, 144.96855231"
2003,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),The Sherlock Holmes Inn,"Basement , 415 Collins Street MELBOURNE 3000",70,144.960877534,-37.8174695,"-37.8174695, 144.960877534"
2003,32,102117,102117,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),Menzies Tavern,"Part Level 1, 525 Collins Street MELBOURNE 3000",250,144.957482691,-37.8175352,"-37.8175352, 144.957482691"
2003,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),The Exchange Hotel,"Part Ground , 120 King Street MELBOURNE 3000",300,144.956417307,-37.81703294,"-37.81703294, 144.956417307"
2003,46,101130,101130,193-199 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Carlton Hotel,"Floor 1, 193-199 Bourke Street MELBOURNE 3000",200,144.96765464,-37.81320619,"-37.81320619, 144.96765464"
2003,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gin Palace,10 Little Collins Street MELBOURNE 3000,150,144.967590055,-37.81390913,"-37.81390913, 144.967590055"
2003,48,105968,105968,62-66 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Bridie O'Reillys,62-66 Little Collins Street MELBOURNE 3000,300,144.971451403,-37.81281091,"-37.81281091, 144.971451403"
2003,48,108983,108983,103-137 Spring Street MELBOURNE 3000,Melbourne (CBD),Hard Rock Cafe,1 Spring Street MELBOURNE 3000,500,144.972933874,-37.81199485,"-37.81199485, 144.972933874"
2003,56,101207,101207,184-186 Bourke Street MELBOURNE 3000,Melbourne (CBD),Hollywood Karaoke Bar,"Level 1, 184-186 Bourke Street MELBOURNE 3000",150,144.967697361,-37.81267743,"-37.81267743, 144.967697361"
2003,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),CBD Cafe Bar,"Part Ground , 174-192 Exhibition Street MELBOURNE 3000",190,144.970654764,-37.81121597,"-37.81121597, 144.970654764"
2003,64,104376,104376,14-20 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Word Events,14-20 A'Beckett Street MELBOURNE 3000,200,144.960740482,-37.8132872,"-37.8132872, 144.960740482"
2003,66,108550,108550,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),Enka Karaoke Bar,"Part Floor 1, 217 Russell Street MELBOURNE 3000",80,144.967245886,-37.81156301,"-37.81156301, 144.967245886"
2003,74,104662,104662,106-112 Hardware Street MELBOURNE 3000,Melbourne (CBD),Pugg Mahones Irish Bar,"Unit 1, 106-112 Hardware Street MELBOURNE 3000",200,144.960689912,-37.81213742,"-37.81213742, 144.960689912"
2003,84,103207,103207,315-321 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Tabaret At Melbourne Central,"Ground  & Levels 1, 315-321 Elizabeth Street MELBOURNE 3000",250,144.961481853,-37.81125072,"-37.81125072, 144.961481853"
2003,105,103301,103301,442-450 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Melbourne International Backpackers,442-450 Elizabeth Street MELBOURNE 3000,365,144.960868246,-37.80830909,"-37.80830909, 144.960868246"
2003,131,108844,108844,1-5 Spencer Street DOCKLANDS 3005,Docklands,Holiday Inn Melbourne,1-5 Spencer Street DOCKLANDS 3005,130,144.955096248,-37.82272182,"-37.82272182, 144.955096248"
2003,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,377-391 Cardigan Street CARLTON 3053,239,144.965762468,-37.79725381,"-37.79725381, 144.965762468"
2003,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Percys Bar & Bistro,414-422 Lygon Street CARLTON 3053,120,144.967822061,-37.79694699,"-37.79694699, 144.967822061"
2003,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,Pugg Mahones,171-175 Elgin Street CARLTON 3053,500,144.968717333,-37.79750718,"-37.79750718, 144.968717333"
2003,247,106238,106238,192-202 Lygon Street CARLTON 3053,Carlton,Players On Lygon,"Ground , 200 Lygon Street CARLTON 3053",200,144.96706845,-37.80248519,"-37.80248519, 144.96706845"
2003,266,106081,106081,27-31 Lygon Street CARLTON 3053,Carlton,John Curtin Hotel,27-31 Lygon Street CARLTON 3053,350,144.965708234,-37.80620054,"-37.80620054, 144.965708234"
2003,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,Deep Dish Bar & Cafe,"Ground , 156-292 Grattan Street PARKVILLE 3010",400,144.961256278,-37.79739955,"-37.79739955, 144.961256278"
2003,355,105636,105636,46-50 Leveson Street NORTH MELBOURNE 3051,North Melbourne,The Leveson,46-50 Leveson Street NORTH MELBOURNE 3051,400,144.951468597,-37.80370156,"-37.80370156, 144.951468597"
2003,375,103810,103810,5-17 Flemington Road NORTH MELBOURNE 3051,North Melbourne,The Chifley On Flemington,5-17 Flemington Road NORTH MELBOURNE 3051,230,144.955880773,-37.80140174,"-37.80140174, 144.955880773"
2003,376,508976,110862,42 Courtney Street NORTH MELBOURNE 3051,North Melbourne,Metropolitan Hotel,42 Courtney Street NORTH MELBOURNE 3051,120,144.954027292,-37.80139687,"-37.80139687, 144.954027292"
2003,377,102236,102236,56-58 Courtney Street NORTH MELBOURNE 3051,North Melbourne,The Castle Hotel,56-58 Courtney Street NORTH MELBOURNE 3051,317,144.953044504,-37.80089993,"-37.80089993, 144.953044504"
2003,435,107481,107481,65-67 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),Loki Bar,65-67 Peel Street WEST MELBOURNE 3003,140,144.955507472,-37.80666861,"-37.80666861, 144.955507472"
2003,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,MCG Worx,180 Wellington Parade EAST MELBOURNE 3002,144,144.983508305,-37.81582406,"-37.81582406, 144.983508305"
2003,658,110266,110266,Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,Part  Brunton Avenue JOLIMONT 3002,2545,144.983318886,-37.81990618,"-37.81990618, 144.983318886"
2003,1103,558180,558180,94-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Locker Room Club Bar,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",500,144.94755965,-37.81650633,"-37.81650633, 144.94755965"
2003,1108,573414,573414,788-812 Bourke Street DOCKLANDS 3008,Docklands,Watermark Bar,"Shop 9, 800-0 Bourke Street DOCKLANDS 3008",300,144.944979715,-37.81903793,"-37.81903793, 144.944979715"
2004,11,108972,108972,10-22 Spencer Street MELBOURNE 3000,Melbourne (CBD),Explorers Inn,10-22 Spencer Street MELBOURNE 3000,50,144.955251611,-37.82050816,"-37.82050816, 144.955251611"
2004,13,106435,106435,21-31 Market Street MELBOURNE 3000,Melbourne (CBD),The Trust Bar,"Unit 1, 29-0 Market Street MELBOURNE 3000",100,144.960430048,-37.8186472,"-37.8186472, 144.960430048"
2004,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Bond Lounge,"Ground , 20-24 Bond Street MELBOURNE 3000",500,144.963066924,-37.81814712,"-37.81814712, 144.963066924"
2004,14,103165,103165,1-5 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Hosies Tavern,288 Elizabeth Street MELBOURNE 3000,160,144.964617389,-37.81805799,"-37.81805799, 144.964617389"
2004,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Joint,31-39 Elizabeth Street MELBOURNE 3000,329,144.964321432,-37.81742586,"-37.81742586, 144.964321432"
2004,14,103946,103946,313-315 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Hidden Bar Restaurant,"Unit 1, Basement , 313-315 Flinders Lane MELBOURNE 3000",100,144.963860179,-37.81764052,"-37.81764052, 144.963860179"
2004,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Adelphi Hotel,187 Flinders Lane MELBOURNE 3000,80,144.968384516,-37.81635922,"-37.81635922, 144.968384516"
2004,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Velour,"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",350,144.970522562,-37.81567141,"-37.81567141, 144.970522562"
2004,31,102113,102113,546-566 Collins Street MELBOURNE 3000,Melbourne (CBD),Nero Bar,546-566 Collins Street MELBOURNE 3000,80,144.955854092,-37.81824603,"-37.81824603, 144.955854092"
2004,33,100727,100727,5-9 Bank Place MELBOURNE 3000,Melbourne (CBD),Mitre Tavern,5-9 Bank Place MELBOURNE 3000,300,144.960320678,-37.81680593,"-37.81680593, 144.960320678"
2004,33,105937,105937,435-443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Sou Sol,"LwrGround , 25 Little Collins Street MELBOURNE 3000",200,144.96009875,-37.81638953,"-37.81638953, 144.96009875"
2004,34,110669,110669,353-359 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Grosvenor Tavern,"Basement , 25 Little Collins Street MELBOURNE 3000",230,144.962993827,-37.81570561,"-37.81570561, 144.962993827"
2004,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,"Basement , 290 Collins Street MELBOURNE 3000",450,144.964566859,-37.81567363,"-37.81567363, 144.964566859"
2004,43,108069,108069,131-141 Queen Street MELBOURNE 3000,Melbourne (CBD),The Turf Bar & Restaurant,"Unit 1, LwrGround , 131 Queen Street MELBOURNE 3000",527,144.96055036,-37.8155004,"-37.8155004, 144.96055036"
2004,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Club F4,"Floor 2, 318-322 Little Collins Street MELBOURNE 3000",380,144.964019006,-37.8148779,"-37.8148779, 144.964019006"
2004,46,101130,101130,193-199 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Carlton Hotel,"Floor 1, 193-199 Bourke Street MELBOURNE 3000",200,144.96765464,-37.81320619,"-37.81320619, 144.96765464"
2004,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gin Palace,10 Little Collins Street MELBOURNE 3000,150,144.967590055,-37.81390913,"-37.81390913, 144.967590055"
2004,54,109954,109954,15-19 Warburton Lane MELBOURNE 3000,Melbourne (CBD),Murmur,"Level 1, 15-19 Warburton Lane MELBOURNE 3000",50,144.961855696,-37.81381374,"-37.81381374, 144.961855696"
2004,57,101216,101216,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),The Croft Institute,21-25 Croft Alley MELBOURNE 3000,250,144.969097532,-37.81206383,"-37.81206383, 144.969097532"
2004,57,101217,101217,124-128 Bourke Street MELBOURNE 3000,Melbourne (CBD),Welcome Stranger,"Ground , 124-128 Bourke Street MELBOURNE 3000",350,144.969273933,-37.81207228,"-37.81207228, 144.969273933"
2004,64,104376,104376,14-20 Goldie Place MELBOURNE 3000,Melbourne (CBD),Word Events,14-20 Goldie Place MELBOURNE 3000,200,144.960740482,-37.8132872,"-37.8132872, 144.960740482"
2004,66,108547,108547,199-203 Russell Street MELBOURNE 3000,Melbourne (CBD),Exford Hotel,199-203 Russell Street MELBOURNE 3000,300,144.967349966,-37.81179314,"-37.81179314, 144.967349966"
2004,72,110106,110106,263-267 William Street MELBOURNE 3000,Melbourne (CBD),Metropolitan Hotel,263-267 William Street MELBOURNE 3000,300,144.956593229,-37.81292535,"-37.81292535, 144.956593229"
2004,77,108573,108573,270 Russell Street MELBOURNE 3000,Melbourne (CBD),So'bar,"Ground , 270 Russell Street MELBOURNE 3000",90,144.967168473,-37.81011252,"-37.81011252, 144.967168473"
2004,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Coopers Inn,"Shop 1, 242-284 Exhibition Street MELBOURNE 3000",400,144.969985036,-37.80941625,"-37.80941625, 144.969985036"
2004,84,105449,105449,293-299 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Duke of Kent Hotel,293-299 La Trobe Street MELBOURNE 3000,200,144.960518082,-37.81081576,"-37.81081576, 144.960518082"
2004,85,102597,102597,2-20 Drewery Place MELBOURNE 3000,Melbourne (CBD),Embassy Bar & Double Bar,"Gnd & Bmt , 9-13 Drewery Place MELBOURNE 3000",303,144.963979753,-37.8113044,"-37.8113044, 144.963979753"
2004,95,109315,109315,407-409 Swanston Street MELBOURNE 3000,Melbourne (CBD),Bunker Lounge Bar,"Unit 1, Basement , 407 Swanston Street MELBOURNE 3000",92,144.963189112,-37.80895731,"-37.80895731, 144.963189112"
2004,97,103615,103615,333-351 Exhibition Street MELBOURNE 3000,Melbourne (CBD),The Owl & The Pussycat,"Shop 2, Ground , 333 Exhibition Street MELBOURNE 3000",100,144.968036105,-37.80786177,"-37.80786177, 144.968036105"
2004,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Percys Bar & Bistro,414-422 Lygon Street CARLTON 3053,120,144.967822061,-37.79694699,"-37.79694699, 144.967822061"
2004,227,576967,576967,184 Rathdowne Street CARLTON 3053,Carlton,Rathdowne Tavern,184 Rathdowne Street CARLTON 3053,248,144.971238934,-37.79476804,"-37.79476804, 144.971238934"
2004,266,106081,106081,27-31 Lygon Street CARLTON 3053,Carlton,John Curtin Hotel,27-31 Lygon Street CARLTON 3053,350,144.965708234,-37.80620054,"-37.80620054, 144.965708234"
2004,267,106251,106251,66-88 Lygon Street CARLTON 3053,Carlton,Lagers On Lygon,"Part Ground , 66 Lygon Street CARLTON 3053",80,144.966584146,-37.80530469,"-37.80530469, 144.966584146"
2004,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,INU Bar & Restuarant,"Building 130, Part Ground , 156-292 Grattan Street PARKVILLE 3010",200,144.961256278,-37.79739955,"-37.79739955, 144.961256278"
2004,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,University House,"Building 112, Gnd & Flr1 , 156-292 Grattan Street PARKVILLE 3010",611,144.961256278,-37.79739955,"-37.79739955, 144.961256278"
2004,347,110920,110920,161-163 Errol Street NORTH MELBOURNE 3051,North Melbourne,Limerick Castle Hotel & Restaurant,161-163 Errol Street NORTH MELBOURNE 3051,175,144.949623441,-37.80114485,"-37.80114485, 144.949623441"
2004,369,103507,103507,86-90 Errol Street NORTH MELBOURNE 3051,North Melbourne,Court House Hotel,86-90 Errol Street NORTH MELBOURNE 3051,140,144.949965255,-37.80287876,"-37.80287876, 144.949965255"
2004,375,103810,103810,5-17 Flemington Road NORTH MELBOURNE 3051,North Melbourne,The Chifley On Flemington,5-17 Flemington Road NORTH MELBOURNE 3051,230,144.955880773,-37.80140174,"-37.80140174, 144.955880773"
2004,377,102236,102236,56-58 Courtney Street NORTH MELBOURNE 3051,North Melbourne,The Castle Hotel,56-58 Courtney Street NORTH MELBOURNE 3051,317,144.953044504,-37.80089993,"-37.80089993, 144.953044504"
2004,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,MCG Worx,180 Wellington Parade EAST MELBOURNE 3002,144,144.983508305,-37.81582406,"-37.81582406, 144.983508305"
2004,710,108617,108617,375-385 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Royce On St Kilda Road,375-385 St Kilda Road MELBOURNE 3004,120,144.975523314,-37.83506882,"-37.83506882, 144.975523314"
2004,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,P J O'Briens Irish Pub,"Shop 14, Ground , 3 Southgate Avenue SOUTHBANK 3006",300,144.96628251,-37.8206646,"-37.8206646, 144.96628251"
2004,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Bear Brass,"Shop 3, Ground , 3 Southgate Avenue SOUTHBANK 3006",200,144.96628251,-37.8206646,"-37.8206646, 144.96628251"
2004,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Saturne,"Shop 12, Ground , 3 Southgate Avenue SOUTHBANK 3006",100,144.96628251,-37.8206646,"-37.8206646, 144.96628251"
2004,915,108456,108456,43-49 Royal Parade PARKVILLE 3052,Parkville,Naughtons Hotel,43-49 Royal Parade PARKVILLE 3052,120,144.957544029,-37.79554327,"-37.79554327, 144.957544029"
2004,1108,573414,573414,788-812 Bourke Street DOCKLANDS 3008,Docklands,Watermark Bar,"Shop 9, 800-0 Bourke Street DOCKLANDS 3008",300,144.944979715,-37.81903793,"-37.81903793, 144.944979715"
2005,6,578324,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Transport,"Tenancy 29, 2 Swanston Street MELBOURNE 3000",900,144.969927033,-37.81784611,"-37.81784611, 144.969927033"
2005,11,103984,103984,566-580 Flinders Street MELBOURNE 3000,Melbourne (CBD),All Nations Bar,8 Flinders Street MELBOURNE 3000,100,144.955355947,-37.82072173,"-37.82072173, 144.955355947"
2005,13,106435,106435,21-31 Market Street MELBOURNE 3000,Melbourne (CBD),The Trust Bar,"Unit 1, 29-0 Market Street MELBOURNE 3000",100,144.960430048,-37.8186472,"-37.8186472, 144.960430048"
2005,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Green Room,35 Elizabeth Street MELBOURNE 3000,225,144.964321432,-37.81742586,"-37.81742586, 144.964321432"
2005,36,102152,102152,162-168 Collins Street MELBOURNE 3000,Melbourne (CBD),Long Room,"Shop , Basement , 162-168 Collins Street MELBOURNE 3000",620,144.967856974,-37.81450434,"-37.81450434, 144.967856974"
2005,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),Dr Martin's Tavern,86A Collins Street MELBOURNE 3000,261,144.970594093,-37.8139391,"-37.8139391, 144.970594093"
2005,43,108069,108069,131-141 Queen Street MELBOURNE 3000,Melbourne (CBD),The Turf Bar & Restaurant,"Unit 1, LwrGround , 131 Queen Street MELBOURNE 3000",527,144.96055036,-37.8155004,"-37.8155004, 144.96055036"
2005,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gin Palace,10 Little Collins Street MELBOURNE 3000,150,144.967590055,-37.81390913,"-37.81390913, 144.967590055"
2005,56,101207,101207,184-186 Bourke Street MELBOURNE 3000,Melbourne (CBD),Hollywood Karaoke Bar,"Level 1, 184-186 Bourke Street MELBOURNE 3000",204,144.967697361,-37.81267743,"-37.81267743, 144.967697361"
2005,57,101216,101216,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),The Croft Institute,21-25 Croft Alley MELBOURNE 3000,250,144.969097532,-37.81206383,"-37.81206383, 144.969097532"
2005,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Rydges Melbourne Hotel,"Part Ground , 174-192 Exhibition Street MELBOURNE 3000",100,144.970654764,-37.81121597,"-37.81121597, 144.970654764"
2005,58,105657,105657,21 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Double Happiness Bar,21 Liverpool Street MELBOURNE 3000,50,144.971273335,-37.81118193,"-37.81118193, 144.971273335"
2005,58,105828,105828,19-25 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cheers On Little Bourke Street,19 Little Bourke Street MELBOURNE 3000,350,144.971999687,-37.81074439,"-37.81074439, 144.971999687"
2005,62,105384,105384,204-208 King Street MELBOURNE 3000,Melbourne (CBD),Great Western Hotel,204-208 King Street MELBOURNE 3000,390,144.955493135,-37.81521335,"-37.81521335, 144.955493135"
2005,64,104376,104376,14-20 Goldie Place MELBOURNE 3000,Melbourne (CBD),Word Events,14-20 Goldie Place MELBOURNE 3000,200,144.960740482,-37.8132872,"-37.8132872, 144.960740482"
2005,64,515538,515538,4-6 Goldie Place MELBOURNE 3000,Melbourne (CBD),Paris Cat Jazz Club,4-6 Goldie Place MELBOURNE 3000,200,,,
2005,66,105878,105878,242-244 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Shanghai Club,"Unit 1, Ground , 242 Little Bourke Street MELBOURNE 3000",209,144.965612403,-37.81213768,"-37.81213768, 144.965612403"
2005,66,108547,108547,199-203 Russell Street MELBOURNE 3000,Melbourne (CBD),Exford Hotel,199-203 Russell Street MELBOURNE 3000,300,144.967349966,-37.81179314,"-37.81179314, 144.967349966"
2005,66,108550,108550,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),Enka Karaoke Bar,"Part Floor 1, 217 Russell Street MELBOURNE 3000",80,144.967245886,-37.81156301,"-37.81156301, 144.967245886"
2005,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Mai Tai Restaurant,234A Russell Street MELBOURNE 3000,170,144.96765378,-37.81098407,"-37.81098407, 144.96765378"
2005,85,102597,102597,2-20 Drewery Place MELBOURNE 3000,Melbourne (CBD),Baroq House,"Gnd & Bmt , 9-13 Drewery Place MELBOURNE 3000",303,144.963979753,-37.8113044,"-37.8113044, 144.963979753"
